,corridor_id,r2,rmse,mae,mape
0,15368,0.7817850664651685,0.5246591277586282,0.32512312843027963,0.021973833469458675
1,15370,0.6299125924783735,0.5936078080888137,0.3284058706734392,0.022391455225744192
2,15376,0.7075218307153397,0.15560374230905835,0.07204617146728483,0.006407378299729586
3,15378,0.7378972041697194,0.25925650287583285,0.11977742054621522,0.010180129129370642
4,15380,0.4140237323260372,0.25176759112137925,0.07172523817146396,0.009949679334110381
5,15382,0.6165600161390172,0.09989470290342695,0.050263407467770804,0.006993899088428259
6,22040,0.29097109456715686,0.47006850873469685,0.16641694797502204,0.008375114782369157
7,22041,0.6511377560224196,0.5356818794819056,0.2573892643739051,0.0129556726852224
8,4666,0.7277421454487882,1.525849471702244,0.7854741015096439,0.03643718653061279
9,4667,0.7855043704034206,1.7671196471730772,0.9405463291431644,0.041428050507101175
10,4668,0.8334143748498332,2.0382737862707887,0.9656330188918765,0.02958516465952842
11,4669,0.709967244258622,1.5609101727543988,0.7654144429450749,0.024145892344827502
12,4670,0.7932186246313353,0.5758891682452806,0.3042319695676514,0.014955166740465466
13,4671,0.7061588333562017,0.9331945986235288,0.4137525872881747,0.019179350061686723
14,4672,0.9039119316039467,1.0498252851751655,0.7438192860155078,0.009541967194864014
15,4674,0.8063609524984867,0.9100718530782069,0.5475718559411319,0.011152989104136332
16,20035,0.5866066465554525,1.0390441343987222,0.36340121099727474,0.02550065120633695
17,4675,0.8949392340755377,1.1806712607214855,0.66797855505839,0.013041657922447282
18,20037,0.42867692943625735,0.9036207732353534,0.30938122958028225,0.02251050813808016
19,4676,0.8895911222230426,1.197774100642865,0.6109049739388155,0.03887906439269852
20,4677,0.6342649123931745,0.5216298506457258,0.3035951108464833,0.022940222201746612
21,4678,0.8119940102913272,1.4261852170022855,0.7615744442144197,0.017736440007566166
22,4679,0.778171838507256,1.4562715417958458,0.6914875603571007,0.016073632123399132
23,4680,0.7838886576135169,0.527882316726019,0.28232949588206835,0.009517408013987953
24,4681,0.5679684817768254,0.8935517882656957,0.39699614400610544,0.01306720046707964
25,15456,0.41352270676603475,0.2171414187820409,0.06376156464002156,0.015451231275086753
26,15458,0.2305052243255128,0.24738664017336068,0.05854716831938729,0.01441110642380558
27,22136,0.8212461400454865,0.7326662506276239,0.35255393668732643,0.014452641775802914
28,22137,0.7731187584295192,0.5197330426312454,0.2567958274821702,0.011074484368443535
29,22138,0.8417448205337262,0.5854389911386154,0.258143736343386,0.04424463123421222
30,22139,0.46991963552518046,0.2634770459473157,0.10145143132224828,0.021532189379502503
31,22142,0.5500400951894886,0.9129346797622209,0.3916281474183729,0.0721244280389765
32,22143,0.7946119308337786,1.2105734859263326,0.6116947203646096,0.09269890510751388
33,15488,0.7245502209560593,0.3149030001390507,0.14749163749497823,0.016526138709560458
34,15490,0.6393935778440608,0.33025306791195375,0.12665560757056513,0.013164546142282891
35,22146,0.4721167193586949,0.2116279396285793,0.04518515421861537,0.02822182273664477
36,22147,0.5443625018380298,0.11977404541579462,0.03603808825086525,0.023171190528570067
37,22148,0.5982758029745741,0.5821963246252726,0.22802969829054315,0.012476669005220108
38,22149,0.8635521130332573,0.6529381008744218,0.3052864584063758,0.016012976294875806
39,22150,0.3510535877685602,0.30348342891558283,0.11310137532510522,0.023479512028311434
40,22151,0.7671483352264213,1.1255872895753163,0.6835598576764159,0.11224495386484616
41,22166,0.6007684442121795,1.0144978510651963,0.3387322799987719,0.025017818564605887
42,22167,0.48139710388626555,0.73900818080531,0.27003397743259766,0.021377789473926653
43,22168,0.6321820137638408,0.07138713641374747,0.04318077805949492,0.01155624427475331
44,22169,0.4230899118158711,0.16006964582246078,0.0453058590575355,0.011480880657421366
45,22170,0.6777312846203739,0.8863712070152988,0.37452506615983755,0.022781747550596653
46,22171,0.7450240684910219,0.6152717527839018,0.27985342908413535,0.01844596327530102
47,22175,0.7640414128592943,0.6546536316711118,0.3582157757629958,0.01646634193197542
48,15520,0.6659395090506696,0.5450127026756716,0.23421385172366702,0.01672376912228739
49,22176,0.7294317475462597,0.6381241684698865,0.298192278029971,0.0153090091088345
50,15522,0.5714859366538845,0.5384098238854,0.22201880733749885,0.0162082818633108
51,20139,0.6893690061792277,1.2921708914275025,0.6375210305692925,0.033724758174222456
52,15532,0.7180482803981978,0.7896774343014695,0.4179675254690156,0.02896366965528486
53,20141,0.785928377002857,1.4679144856795558,0.8186526624542113,0.041194270323880774
54,15534,0.7608558884419938,0.3827215729804891,0.24310756453504764,0.01792651673834287
55,22190,0.38796165404154503,0.3909841265483231,0.10885762049407674,0.008295900540381103
56,15536,0.523671863956747,0.23621489018415323,0.11837135672922053,0.00822459597964604
57,16048,0.7111450130413188,0.3302472187266623,0.1782956080802042,0.024962822553836736
58,15538,0.6573460549159598,0.5425752852551056,0.23973804586946046,0.015442749817448373
59,16050,0.5491000780386655,0.5139160296617624,0.24164213449759736,0.03308522470427247
60,22191,0.2847480328312447,0.4183082952602374,0.11193967956809729,0.013084677251230477
61,22194,0.48559495451537427,0.6447968113468474,0.23410270877519526,0.015698736973054028
62,22195,0.5948244540373165,0.6332276957801545,0.279742672070435,0.018894974266761986
63,22196,0.7674036165205789,1.748059809541536,0.7505413129597269,0.03436966478886516
64,22197,0.6195974804983831,1.3944169692605235,0.6282797847651087,0.029630007837054537
65,22198,0.6344008752498074,0.990703141292147,0.40259686878073164,0.023009353792375998
66,22199,0.6535694739730846,0.42967912702232886,0.19618438784457634,0.01249371671453923
67,22204,0.7734593663543871,0.28973145201831735,0.155528666028755,0.017352193484470594
68,22205,0.7863004874011028,0.5959156649667727,0.2909542758746189,0.02924737346899915
69,22208,0.6905516038050126,0.684523673361131,0.3058627404324576,0.015969553483202732
70,22209,0.8513938096988455,0.786657501387572,0.44216482041104416,0.02210279628648573
71,22210,0.8277491760508359,1.0059588682010097,0.5503450056398669,0.03167900457347853
72,22211,0.8223956614423091,1.0016985157806237,0.5653613888263666,0.03270481300436951
73,15556,0.5730648603294567,0.4545040698531009,0.15215224544163067,0.014696810703303522
74,16068,0.5443930124678217,0.5958094175442622,0.3126405585145713,0.019660662140460125
75,15558,0.7619169457442341,0.23002977577462844,0.12074725132704063,0.012422207496772388
76,16070,0.5992316353097351,0.4291417682878157,0.18494803823351355,0.011820689385526606
77,15560,0.8217054507256949,0.514828751225956,0.23314458216442058,0.031532973029234176
78,16072,0.7201842033701061,0.7175810824075001,0.2417681035139524,0.048547855003421465
79,15562,0.5863085533133591,0.3004056792420106,0.20974444618850777,0.032313662630184016
80,16074,0.8092444992055765,0.6817224985887897,0.2433172627912692,0.047746368923742656
81,15564,0.7911867473534038,0.4477413714504665,0.2401866120259893,0.013779509874161091
82,22212,0.5510698442388828,0.3406047577795629,0.20989333093373336,0.011107311786742482
83,15566,0.7565854517304187,0.6527448084117721,0.3636482483350273,0.020327420357669074
84,22220,0.7378440999515498,1.360910256760952,0.634214805133048,0.0211967617637989
85,22221,0.7037106988621455,1.4453408089592323,0.7322675372412135,0.02459224002983288
86,15688,0.8125468683988012,0.32239145379261835,0.1681729601147605,0.009629757286088227
87,15690,0.7459034676059162,0.44148797461756445,0.2324149026626557,0.012991507632519054
88,15272,0.8433191126891616,1.0519450552549239,0.4640780146447818,0.032802589254944434
89,15274,0.6406439263301702,0.44112398513983914,0.2531409009057229,0.019742317330118116
90,15292,0.47252582705905233,0.6365499977488883,0.2558191966194705,0.0381064017184472
91,15294,0.44205111027833965,1.0693082168558028,0.3056927679780353,0.040360694559925525
92,15348,0.8695935648320248,0.7313369978310534,0.3815060278208523,0.04285074530541307
93,15350,0.7477559327658645,0.9875517753191128,0.47831751435729775,0.05110752991734693
94,15354,0.20486069279811758,0.08695218875878885,0.0519567909426405,0.025656211563138194
95,15356,0.6372766958776954,1.5550918030709202,0.7433570392865628,0.05165670719861433
96,15358,0.6884308447473754,1.219755491710952,0.4716975672597283,0.03466783063306829
