,corridor_id,r2,rmse,mae,mape
0,15368,0.7509917269982915,0.5649768072948189,0.38451983362060316,0.026158878678341876
1,15370,0.6062038488382981,0.6193537149603756,0.3834424630690896,0.02643554351116047
2,15376,-3.317011435610695e-05,0.31190305206511776,0.2282110912077675,0.02045529521517107
3,15378,0.364486852914949,0.4070878403769331,0.2242633096610579,0.019228530497541054
4,15380,-5.963042210077596e-05,0.31502495379452433,0.14341289441879748,0.020696491215310118
5,15382,-0.0004324490244977941,0.15444132952960923,0.11177430996723908,0.015685405363038654
6,22040,0.04757465780461656,0.48555617099502607,0.2530433975072611,0.012987330723172584
7,22041,0.5150722597924671,0.6311818726986349,0.3076986175810912,0.015477634595991234
8,4666,0.7626025056113301,1.475237143601457,0.7632176507429606,0.03510924459358998
9,4667,0.8521844806377203,1.4995799405226868,0.8215146226940961,0.03689179054518677
10,4668,0.8280398459109055,2.1262787284559668,0.8870471533310623,0.026833057619430636
11,4669,0.8469694549814892,1.1263661113669443,0.6883299228909171,0.022204872809687207
12,4670,0.7262566726952263,0.6568543222009027,0.38547159336429526,0.019072966327263855
13,4671,0.7554842653738557,0.8100545313428602,0.4587871586341078,0.021987519398509656
14,4672,0.9283805587293996,0.9129958841078738,0.6094270222242757,0.00781235684221551
15,4674,0.827538036758465,0.8943591758038315,0.6006278433897559,0.012258633419688492
16,20035,0.6013976398587506,1.047855488195722,0.40610221076875314,0.02877031178946418
17,4675,0.8920681476789489,1.194816941562833,0.5453026543925409,0.01042171050363159
18,20037,0.5315174752082232,0.7745928551689577,0.3430769654552305,0.025953505540169872
19,4676,0.8862056466622578,1.203016089529501,0.5629924750493689,0.034687170478655924
20,4677,0.6192268626501296,0.5333677245385843,0.3665238918090907,0.028215923461737943
21,4678,0.8986605368315395,1.0225748271823263,0.5488927157756907,0.012907468568483281
22,4679,0.8878150411422736,1.0235827055151385,0.575894566878055,0.013704485042438057
23,4680,0.7149047056193512,0.6152661044395885,0.3654549184115924,0.012317660732705009
24,4681,0.718191614748245,0.742468142362069,0.4119471653162075,0.013732394172081013
25,15456,-5.365189962969197e-06,0.29050428891320423,0.09706690423706836,0.0238978808729939
26,15458,-3.620621424227366e-06,0.23612352999920833,0.10839379814012,0.028330427682431658
27,22136,0.7788884487254866,0.8552969167072174,0.3756998476490491,0.015149239702197361
28,22137,0.7825613354512589,0.5025289134756084,0.359301703087397,0.015738964802184417
29,22138,0.7936514366328784,0.6679636283586201,0.3214746319406909,0.05550543334835699
30,22139,0.11871218297557196,0.3212448495356132,0.18579573705379163,0.0411055517910894
31,22142,0.6313127661161615,0.811970919649088,0.4588013837757321,0.08920313603548093
32,22143,0.8125085835640866,1.1488598152394378,0.6455503342786448,0.10431571700466712
33,15488,0.4277859642144618,0.4633170806594514,0.2768795239624185,0.03151469343834718
34,15490,0.3958522790658161,0.4222678784910272,0.2718199824529352,0.0289954085334209
35,22146,-3.8503002679490805e-05,0.3060023133385341,0.08790755830671804,0.0563015258586744
36,22147,-4.81024241105743e-07,0.18506689116839403,0.06309578103847985,0.04067324422507873
37,22148,0.6903985892792,0.6130615377410562,0.3236729135360676,0.01791573112427815
38,22149,0.754974148858123,0.8811450686672607,0.3077638923165226,0.0152942844918341
39,22150,0.007313320395433531,0.34032858765202917,0.1967151679087426,0.0429891013911409
40,22151,0.7884161649175816,1.088142113738394,0.6394306774743045,0.10311419391196257
41,22166,0.6379590632671115,0.894275728744076,0.3710560380721556,0.028343252523136356
42,22167,0.4836420341980139,0.768908072639849,0.32713786460827543,0.02625270886482831
43,22168,-6.762964305684349e-06,0.11631945174897357,0.0881998593253407,0.02372965804226149
44,22169,-0.00017807001919933896,0.2348515044773244,0.09086896616880925,0.02347049792921898
45,22170,0.7059108737445124,0.8600763705359331,0.4291622102732709,0.026805992215582213
46,22171,0.6736604008064137,0.683492931777133,0.36953510473588563,0.024876202232740133
47,22175,0.7709509978561888,0.6114962714012369,0.4280571717783891,0.019937671230799096
48,15520,0.5838632433937587,0.602771449171867,0.275406475173608,0.019612682654525385
49,22176,0.6701696638667816,0.7035732846989474,0.37553318289357823,0.01946630260905194
50,15522,0.4408119487705545,0.6903689819740736,0.2683410357557569,0.01920938633803181
51,20139,0.6966916233705949,1.3596916321014987,0.6892763963448817,0.036325277174693596
52,15532,0.7483349173249,0.7420847497667161,0.42942872568558055,0.030314016831068793
53,20141,0.8265691949807076,1.3332198337665628,0.7601749727979608,0.03858078640857319
54,15534,0.6549142914885677,0.4641066816423397,0.3239059861604448,0.023858887909989177
55,22190,0.33352463668545973,0.4561615012275334,0.20246250780322644,0.015802517224952205
56,15536,0.027616753732554122,0.3420118189963099,0.19878532039554347,0.013850930265638836
57,16048,0.5543514217119034,0.41132522467641486,0.2685823091217076,0.03832260376865481
58,15538,0.5438547195023095,0.5847838340740679,0.2886068136195308,0.01883781407350801
59,16050,0.4679347451339514,0.5672264726686042,0.30233069744388286,0.04206137546669993
60,22191,0.1426649536846828,0.5139644880605002,0.1757697980792784,0.020834732657282248
61,22194,0.457469073496799,0.6365567007686,0.29475522034004764,0.02005879930560422
62,22195,0.6087884816314018,0.6728905315235026,0.3353373823692918,0.022664588414140315
63,22196,0.7715924633560398,1.7604910630046713,0.7121427999246261,0.032439424008133336
64,22197,0.8179541738099256,1.042894030744187,0.5859545964883356,0.02812867333578116
65,22198,0.7015864766603536,0.9206014806052297,0.3971930423136795,0.022773914231749515
66,22199,0.5461348820231402,0.5188656856431476,0.28106649061396055,0.017983462775663487
67,22204,0.5902992302475699,0.3876428579435748,0.2695405398725185,0.030242411906304025
68,22205,0.767675300480591,0.662848189732078,0.36767293519950534,0.03749279981744897
69,22208,0.7369778370683472,0.6339257567790499,0.29451115832342023,0.01538951929622561
70,22209,0.8481997443518696,0.7995767639176037,0.44868339141878727,0.022310836212236663
71,22210,0.8649773500386935,0.8916908172295602,0.4914939256446632,0.028109752529368804
72,22211,0.8669053476901141,0.8760599139186453,0.4831808064764174,0.02784095208943561
73,15556,0.47091504228512715,0.5107735391018455,0.2496673052844966,0.024890565499586882
74,16068,0.4663984256704826,0.6506932053531831,0.34788559191973445,0.021832121175070097
75,15558,0.4770453207632065,0.3587368221591096,0.25521331731290614,0.026454785825348978
76,16070,0.45517587530146086,0.4898698131488273,0.30420969636695233,0.019716015071081165
77,15560,0.7581499075767408,0.6002871986525091,0.3140853474943482,0.04313991830882401
78,16072,0.6626328430852335,0.7985552364737469,0.30987130595525414,0.06425244407084528
79,15562,0.3342250847739494,0.37847444073383363,0.2976061819902391,0.04615811936367734
80,16074,0.749318753623098,0.7577165002258829,0.3354492147931691,0.06966980569635113
81,15564,0.7924477856498648,0.4563772512714379,0.29835723524690105,0.017339740663759238
82,22212,0.2735099219543389,0.43599819727731287,0.3333596427705182,0.01774434128990169
83,15566,0.7886923616418046,0.609346857358765,0.37681258032147863,0.021420401617809087
84,22220,0.8436354098885356,1.0064503052212936,0.5621181141766208,0.019311603979780174
85,22221,0.8254663000233178,1.126186623541917,0.584251262268893,0.01991101320167099
86,15688,0.7086757882373618,0.40229148998043573,0.28492483216615444,0.01645132055464526
87,15690,0.604113122615721,0.5472468671869346,0.336729307107499,0.01897339004039999
88,15272,0.8210412772774467,1.1002053751602565,0.47790571549159183,0.0335105519257482
89,15274,0.5573694726878071,0.49064057788128984,0.3421207649034065,0.027173523005843563
90,15292,0.3744234765754426,0.6986349779457115,0.2904384486530703,0.04335601440480358
91,15294,0.3825854067968001,1.151197120894015,0.34876700723668835,0.046231721497603934
92,15348,0.8155902207853363,0.8896421176912449,0.4576744336899436,0.05034208900922803
93,15350,0.7883025364838518,0.9070866806338409,0.5150771060205619,0.05710373070374954
