,corridor_id,rmse,mae,mape
0,4666,0.261172569599319,0.22555555555555568,0.012449182340784426
1,4667,0.181279090853224,0.13987671204339827,0.007843818227526516
2,4668,0.13143434885653382,0.11934457462242382,0.004532995170468962
3,4669,0.3251324516425736,0.29999999999999916,0.010858053522445978
4,4670,0.15356275830047167,0.13337900373606992,0.006726780300969593
5,4671,0.232998360478421,0.21504017546129164,0.011469547837113165
6,4672,0.21507104769251975,0.19222222222222898,0.002593374724215032
7,4674,0.13463641894459155,0.11164292614840893,0.0023999120049671514
8,4675,0.0698410894658579,0.054444444444445454,0.0011865092865374692
9,4676,0.03152446439961771,0.027263014200131233,0.002300967628151485
10,4677,0.0543650214343336,0.04444444444444468,0.003680629112168705
11,4678,2.2510646714247886,2.0860904224018264,0.045285845066254805
12,4679,0.894483090952534,0.8455555555555547,0.022116231683514
13,4680,0.11435811198938914,0.09666666666666639,0.0034687857305572304
14,4681,0.3784433451044047,0.3156550112832974,0.01076951104254689
15,15272,0.07804486989845914,0.07314072921235473,0.00674830205241434
16,15274,0.2310095679329288,0.19544369873229409,0.015121946848392211
17,15292,0.051834893041304696,0.03783197940816082,0.006910006039267492
18,15294,0.08535219232791373,0.07773184460416764,0.013459266598745807
19,15348,0.1050396750439247,0.09888888888888875,0.01367483144931499
20,15350,0.9063295942058457,0.8477777777777776,0.09122664384694962
21,15354,0.022808851632306,0.017440040497015197,0.009203951679928976
22,15356,0.4482120912997362,0.41257288458479535,0.03810950183471509
23,15358,0.5509736488600507,0.5163592921119267,0.04664121079304711
24,15368,0.2105714773737927,0.18156409609169957,0.013444386214910417
25,15370,0.12166942606594107,0.0956184578813058,0.0072144655923971086
26,15376,0.07979832122246391,0.07177570040972231,0.006442839212730899
27,15378,0.06743180152259826,0.059515057843561356,0.005332611000302445
28,15380,0.059721576223896324,0.045555555555555474,0.006575655798614539
29,15382,0.060936427610151715,0.04590549870098067,0.006636943777195425
30,15456,0.09327379053088788,0.08555555555555532,0.02313455848979335
31,15458,0.030368111930480838,0.02777777777777763,0.007898644477964548
32,15488,0.06342099196813512,0.05333333333333368,0.006662289727635614
33,15490,0.18604061683167747,0.12999999999999978,0.013315876796440189
34,15520,0.20832446098321095,0.1909600683666929,0.01507169061348651
35,15522,0.12893077209926262,0.10093791181626324,0.007985321144036115
36,15532,0.17174894981919303,0.13128973579289926,0.01057167450537848
37,15534,0.09454441981973107,0.07414244666683621,0.005848317109055108
38,15536,0.04919579015755863,0.03680419136115572,0.0026380099449247398
39,15538,0.13637773128626943,0.10802385211567886,0.007316167534813886
40,15556,0.19871811414385146,0.1822222222222219,0.01891682190025483
41,15558,0.02506492969346419,0.02203246307532562,0.002432459971038815
42,15560,0.018561436874910204,0.013829389246062264,0.002402898245988711
43,15562,0.14919620704639192,0.14912171530266013,0.025830079947205015
44,15564,0.09321303398056698,0.0896344016014648,0.005361223899121187
45,15566,0.14477379518404015,0.1366383668019054,0.008603698701121912
46,15688,0.08293236869749669,0.07666666666666523,0.004680433062605739
47,15690,0.1774197784289504,0.14333333333333284,0.008579200508031416
48,16048,0.06654730402832484,0.05021138444848826,0.007346533940579666
49,16050,0.5684550131934116,0.4744888739375103,0.06491438367441284
50,16068,0.6579260343432745,0.5800000000000006,0.03939845227424302
51,16070,0.0951606828241346,0.07888888888888879,0.005349093464192124
52,16072,0.0444633686693423,0.03973705907297035,0.012230365960391239
53,16074,0.01666666666666655,0.01222222222222211,0.0034777096924983927
54,20035,0.13231619148151644,0.10348818630341938,0.00877932903952719
55,20037,1.0942990592318573,0.9849453760604133,0.07469163103361652
56,20139,0.18073922282301239,0.173333333333333,0.011062648814336669
57,20141,0.6510647220487731,0.49462234405636746,0.02580741793702865
58,22040,0.2373519380406873,0.21964899582415537,0.011545689529072355
59,22041,0.26295232906570204,0.25155077165915274,0.013246740997043946
60,22136,0.49743787998547456,0.4644444444444432,0.02091930673116747
61,22137,0.3521678892548582,0.28888888888888864,0.011913605294679165
62,22138,0.6169183285310479,0.37650279781188956,0.05742725913572661
63,22139,0.08288918330307984,0.06709380702267095,0.015893374994400813
64,22142,0.03000395904807584,0.025801467410079097,0.006632859914743294
65,22143,0.07420575255294443,0.058751136069005346,0.015069195131139721
66,22146,0.027487370837451095,0.020000000000000018,0.015276705502526682
67,22147,0.008164965809277268,0.004444444444444449,0.003513888888888892
68,22148,0.06581673216624265,0.05765548951757853,0.003478501376929099
69,22149,0.039299420408504836,0.034444444444444305,0.0020679107676897608
70,22150,0.04149966532662896,0.0344444444444442,0.00835940653769745
71,22151,0.49910838749054937,0.3969501730612083,0.07716904565088789
72,22166,0.0713364485301091,0.057777777777777733,0.005233286100013951
73,22167,0.12222205608134246,0.10039222897729497,0.007829115674225747
74,22168,0.08513883728281488,0.08126290333296365,0.022100894775806665
75,22169,0.009200988682561547,0.006857158152161456,0.0019147000548229193
76,22170,0.16607353095162172,0.1319068104040263,0.009501723824911155
77,22171,2.032429182598472,1.6892237893651898,0.09895643536825909
78,22175,0.39140111978352665,0.36261557232582375,0.018134167350002908
79,22176,0.0811035004039759,0.068888888888889,0.00394748290654249
80,22190,0.06096041953146988,0.053028058892978,0.004268153099331935
81,22191,0.04384315479322019,0.036666666666667166,0.0045803015327781655
82,22194,0.15088632219405715,0.1454521351762516,0.01092748277312935
83,22195,0.11766241729815177,0.09555555555555569,0.0070609679584242736
84,22196,0.7768383215172759,0.6522222222222224,0.033983125278816494
85,22197,0.4645328565522979,0.34333205623207674,0.01648576151720176
86,22198,0.20400797429101003,0.1838667415881634,0.01187574474383069
87,22199,0.1580685344306626,0.1258215672890197,0.008305508415285025
88,22204,0.0782337044930297,0.06812411383255067,0.007557126883919526
89,22205,0.07718276384163061,0.06893361166268362,0.006950407055467269
90,22208,0.09048235223593479,0.07084880657823096,0.004092072733380836
91,22209,0.5765693672217816,0.47026383616830203,0.01948063519069855
92,22210,2.2607873700548375,2.0514409515077174,0.08311243423348237
